year,community,num_stations_in_comm,season,peak_hour,day,avg_daily_emptiness,avg_daily_bike_avail
2013,LOWER WEST SIDE,2,Winter,No,21,71.72222222,4.23015873
2013,LOWER WEST SIDE,2,Winter,No,22,66.5,5
2013,LOWER WEST SIDE,2,Winter,No,3,73.20833333,3.979166667
2013,LOWER WEST SIDE,2,Winter,No,4,75.49230769,3.661538462
2013,LOWER WEST SIDE,2,Winter,No,5,65.2734375,5.2265625
2013,LOWER WEST SIDE,2,Winter,No,6,56.36363636,6.553030303
2013,LOWER WEST SIDE,2,Winter,No,7,67.08333333,4.916666667
2013,LOWER WEST SIDE,2,Winter,No,8,65.17692308,5.230769231
2013,LOWER WEST SIDE,2,Winter,No,9,57.49230769,6.384615385
2013,LOWER WEST SIDE,2,Winter,Yes,10,79.14285714,3.142857143
2013,LOWER WEST SIDE,2,Winter,Yes,11,69.61038961,4.577922078
2013,LOWER WEST SIDE,2,Winter,Yes,12,72.63513514,4.141891892
2013,LOWER WEST SIDE,2,Winter,Yes,13,88.40441176,1.757352941
2013,LOWER WEST SIDE,2,Winter,Yes,16,75.07236842,3.703947368
2013,LOWER WEST SIDE,2,Winter,Yes,17,73.12068966,3.99137931
2013,LOWER WEST SIDE,2,Winter,Yes,18,73.85064935,3.902597403
2013,LOWER WEST SIDE,2,Winter,Yes,19,72.78571429,4.084415584
2013,LOWER WEST SIDE,2,Winter,Yes,20,70.37333333,4.433333333
2013,LOWER WEST SIDE,2,Winter,Yes,21,65.73376623,5.155844156
2013,LOWER WEST SIDE,2,Winter,Yes,3,81.71818182,2.736363636
2013,LOWER WEST SIDE,2,Winter,Yes,4,76.59090909,3.545454545
2013,LOWER WEST SIDE,2,Winter,Yes,5,67.3525641,4.91025641
2013,LOWER WEST SIDE,2,Winter,Yes,6,58.81578947,6.171052632
2013,LOWER WEST SIDE,2,Winter,Yes,7,67.09090909,4.935064935
2013,LOWER WEST SIDE,2,Winter,Yes,8,63.45394737,5.506578947
2013,LOWER WEST SIDE,2,Winter,Yes,9,58.05263158,6.322368421
2013,NEAR NORTH SIDE,4,Fall,No,1,65.82188161,7.811310782
2013,NEAR NORTH SIDE,4,Fall,No,10,68.58141892,7.526351351
2013,NEAR NORTH SIDE,4,Fall,No,11,66.55954039,7.987116992
2013,NEAR NORTH SIDE,4,Fall,No,12,63.02042802,8.565175097
2013,NEAR NORTH SIDE,4,Fall,No,13,71.49200581,6.42369186
2013,NEAR NORTH SIDE,4,Fall,No,14,73.54991394,6.026678141
2013,NEAR NORTH SIDE,4,Fall,No,15,65.74767442,8.044767442
2013,NEAR NORTH SIDE,4,Fall,No,16,67.12316716,7.521260997
2013,NEAR NORTH SIDE,4,Fall,No,17,68.06564465,7.295990566
2013,NEAR NORTH SIDE,4,Fall,No,18,54.44906166,10.53418231
2013,NEAR NORTH SIDE,4,Fall,No,19,62.00888325,8.854060914
2013,NEAR NORTH SIDE,4,Fall,No,2,66.07954545,7.793560606
2013,NEAR NORTH SIDE,4,Fall,No,20,61.40994624,8.936827957
2013,NEAR NORTH SIDE,4,Fall,No,21,59.34102564,9.412820513
2013,NEAR NORTH SIDE,4,Fall,No,22,57.93206522,9.595108696
2013,NEAR NORTH SIDE,4,Fall,No,23,59,9.510174419
2013,NEAR NORTH SIDE,4,Fall,No,24,63.44565217,8.636645963
2013,NEAR NORTH SIDE,4,Fall,No,25,62.76533742,8.52607362
2013,NEAR NORTH SIDE,4,Fall,No,26,63.07458564,8.378453039
2013,NEAR NORTH SIDE,4,Fall,No,27,67.71388889,7.438888889
2013,NEAR NORTH SIDE,4,Fall,No,28,60.24487179,9.120512821
2013,NEAR NORTH SIDE,4,Fall,No,29,54.6928934,10.38324873
2013,NEAR NORTH SIDE,4,Fall,No,3,76.71980337,5.393960674
2013,NEAR NORTH SIDE,4,Fall,No,30,64.04081633,8.354591837
2013,NEAR NORTH SIDE,4,Fall,No,31,50.45454545,11.38181818
2013,NEAR NORTH SIDE,4,Fall,No,4,74.32767722,5.965686275
2013,NEAR NORTH SIDE,4,Fall,No,5,69.95954003,6.836882453
2013,NEAR NORTH SIDE,4,Fall,No,6,78.54743224,4.958987161
2013,NEAR NORTH SIDE,4,Fall,No,7,63.8572695,8.383865248
2013,NEAR NORTH SIDE,4,Fall,No,8,66.50825083,7.975247525
2013,NEAR NORTH SIDE,4,Fall,No,9,70.44642857,7.029017857
2013,NEAR NORTH SIDE,4,Fall,Yes,1,55.29753521,10.38204225
2013,NEAR NORTH SIDE,4,Fall,Yes,10,56.95757919,9.975395928
2013,NEAR NORTH SIDE,4,Fall,Yes,11,51.99418605,11.17656059
2013,NEAR NORTH SIDE,4,Fall,Yes,12,50.61140167,11.33106695
2013,NEAR NORTH SIDE,4,Fall,Yes,13,62.55855162,8.349768875
2013,NEAR NORTH SIDE,4,Fall,Yes,14,74.34330299,5.934980494
2013,NEAR NORTH SIDE,4,Fall,Yes,15,65.0004529,8.002717391
2013,NEAR NORTH SIDE,4,Fall,Yes,16,58.57103611,9.405416013
2013,NEAR NORTH SIDE,4,Fall,Yes,17,59.86766542,9.00093633
2013,NEAR NORTH SIDE,4,Fall,Yes,18,46.56756757,12.17989865
2013,NEAR NORTH SIDE,4,Fall,Yes,19,49.66956522,11.61847826
2013,NEAR NORTH SIDE,4,Fall,Yes,2,57.61850649,9.732142857
2013,NEAR NORTH SIDE,4,Fall,Yes,20,51.86127168,11.02023121
2013,NEAR NORTH SIDE,4,Fall,Yes,21,53.88793103,10.57974138
2013,NEAR NORTH SIDE,4,Fall,Yes,22,53.515625,10.56850962
2013,NEAR NORTH SIDE,4,Fall,Yes,23,54.80074257,10.35024752
2013,NEAR NORTH SIDE,4,Fall,Yes,24,55.53609626,10.24465241
2013,NEAR NORTH SIDE,4,Fall,Yes,25,53.73843931,10.57947977
2013,NEAR NORTH SIDE,4,Fall,Yes,26,53.83486239,10.40137615
2013,NEAR NORTH SIDE,4,Fall,Yes,27,60.17713004,9.119955157
2013,NEAR NORTH SIDE,4,Fall,Yes,28,60.2027897,9.108369099
2013,NEAR NORTH SIDE,4,Fall,Yes,29,60.64393939,9.064935065
2013,NEAR NORTH SIDE,4,Fall,Yes,3,57.4189847,9.658553547
2013,NEAR NORTH SIDE,4,Fall,Yes,30,55.7673913,10.24130435
2013,NEAR NORTH SIDE,4,Fall,Yes,31,46.95454545,12.20454545
2013,NEAR NORTH SIDE,4,Fall,Yes,4,57.98617021,9.641489362
2013,NEAR NORTH SIDE,4,Fall,Yes,5,64.10192308,7.958653846
2013,NEAR NORTH SIDE,4,Fall,Yes,6,69.80661094,6.900835866
2013,NEAR NORTH SIDE,4,Fall,Yes,7,64.49576923,8.263846154
2013,NEAR NORTH SIDE,4,Fall,Yes,8,61.65441176,9.045343137
2013,NEAR NORTH SIDE,4,Fall,Yes,9,59.89057377,9.195901639
2013,NEAR NORTH SIDE,4,Summer,No,1,69.08461538,7.097802198
2013,NEAR NORTH SIDE,4,Summer,No,10,65.18508772,7.956140351
2013,NEAR NORTH SIDE,4,Summer,No,12,48.8625,11.3875
2013,NEAR NORTH SIDE,4,Summer,No,13,58.33085809,9.353960396
2013,NEAR NORTH SIDE,4,Summer,No,14,63.18166667,8.590833333
2013,NEAR NORTH SIDE,4,Summer,No,15,55.60644372,10.17169657
2013,NEAR NORTH SIDE,4,Summer,No,16,59.21563011,9.366612111
2013,NEAR NORTH SIDE,4,Summer,No,17,64.41318538,8.208224543
2013,NEAR NORTH SIDE,4,Summer,No,18,76.85026738,5.320855615
2013,NEAR NORTH SIDE,4,Summer,No,19,55.70178926,10.17892644
2013,NEAR NORTH SIDE,4,Summer,No,2,81.21035242,4.556167401
2013,NEAR NORTH SIDE,4,Summer,No,20,72.4953125,6.4046875
2013,NEAR NORTH SIDE,4,Summer,No,21,74.625,5.84375
2013,NEAR NORTH SIDE,4,Summer,No,22,46.99122807,12.1622807
2013,NEAR NORTH SIDE,4,Summer,No,23,49.31496063,11.68188976
2013,NEAR NORTH SIDE,4,Summer,No,24,55.66085578,10.22979398
2013,NEAR NORTH SIDE,4,Summer,No,25,51.01092044,11.29329173
2013,NEAR NORTH SIDE,4,Summer,No,26,44.31545741,12.79022082
2013,NEAR NORTH SIDE,4,Summer,No,27,42.2492163,13.24137931
2013,NEAR NORTH SIDE,4,Summer,No,28,39,14
2013,NEAR NORTH SIDE,4,Summer,No,29,71.76413428,6.472614841
2013,NEAR NORTH SIDE,4,Summer,No,3,82.11518987,4.340506329
2013,NEAR NORTH SIDE,4,Summer,No,30,68.80554638,7.271706834
2013,NEAR NORTH SIDE,4,Summer,No,31,66.77796902,7.606540448
2013,NEAR NORTH SIDE,4,Summer,No,5,63.3125,8.309151786
2013,NEAR NORTH SIDE,4,Summer,No,6,58.18497475,9.468434343
2013,NEAR NORTH SIDE,4,Summer,No,7,69.40532081,7.680751174
2013,NEAR NORTH SIDE,4,Summer,No,8,72.68744589,6.778354978
2013,NEAR NORTH SIDE,4,Summer,No,9,66.83861237,8.078431373
2013,NEAR NORTH SIDE,4,Summer,Yes,1,55.12660256,10.51442308
2013,NEAR NORTH SIDE,4,Summer,Yes,10,63.19458988,8.62390925
2013,NEAR NORTH SIDE,4,Summer,Yes,12,55.84525862,9.906465517
2013,NEAR NORTH SIDE,4,Summer,Yes,13,55.41978417,9.865467626
2013,NEAR NORTH SIDE,4,Summer,Yes,14,48.85714286,11.85714286
2013,NEAR NORTH SIDE,4,Summer,Yes,15,54.9795423,10.110957
2013,NEAR NORTH SIDE,4,Summer,Yes,16,45.90294925,12.38168724
2013,NEAR NORTH SIDE,4,Summer,Yes,17,64.22475962,8.269831731
2013,NEAR NORTH SIDE,4,Summer,Yes,18,67.63109756,7.445121951
2013,NEAR NORTH SIDE,4,Summer,Yes,19,51.80972516,11.10993658
2013,NEAR NORTH SIDE,4,Summer,Yes,2,71.36037736,6.714150943
2013,NEAR NORTH SIDE,4,Summer,Yes,20,77.60500695,5.198887344
2013,NEAR NORTH SIDE,4,Summer,Yes,22,67.74141414,7.432323232
2013,NEAR NORTH SIDE,4,Summer,Yes,23,51.04991681,11.25790349
2013,NEAR NORTH SIDE,4,Summer,Yes,24,58.62569061,9.511049724
2013,NEAR NORTH SIDE,4,Summer,Yes,25,42.77437326,13.15181058
2013,NEAR NORTH SIDE,4,Summer,Yes,26,39.96603261,13.81793478
2013,NEAR NORTH SIDE,4,Summer,Yes,27,61.80065898,8.787479407
2013,NEAR NORTH SIDE,4,Summer,Yes,29,64.85843478,8.188869565
2013,NEAR NORTH SIDE,4,Summer,Yes,3,82.78181818,4.064545455
2013,NEAR NORTH SIDE,4,Summer,Yes,30,54.26256823,10.41080149
2013,NEAR NORTH SIDE,4,Summer,Yes,31,63.02291731,8.475069681
2013,NEAR NORTH SIDE,4,Summer,Yes,5,60.95949721,8.772811918
2013,NEAR NORTH SIDE,4,Summer,Yes,6,52.08307927,10.89634146
2013,NEAR NORTH SIDE,4,Summer,Yes,7,59.22734335,9.605903677
2013,NEAR NORTH SIDE,4,Summer,Yes,8,49.83706721,11.80583842
2013,NEAR NORTH SIDE,4,Summer,Yes,9,45.85312679,12.92885829
2013,NEAR NORTH SIDE,4,Winter,No,1,58.32142857,9.607142857
2013,NEAR NORTH SIDE,4,Winter,No,10,73.484375,6.203125
2013,NEAR NORTH SIDE,4,Winter,No,11,70.13671875,7.07421875
2013,NEAR NORTH SIDE,4,Winter,No,12,62.34469697,8.806818182
2013,NEAR NORTH SIDE,4,Winter,No,13,56.5,10.08536585
2013,NEAR NORTH SIDE,4,Winter,No,15,55.90909091,10.09090909
2013,NEAR NORTH SIDE,4,Winter,No,16,57.34677419,9.762096774
2013,NEAR NORTH SIDE,4,Winter,No,17,60.70652174,8.934782609
2013,NEAR NORTH SIDE,4,Winter,No,18,68.51893939,7.056818182
2013,NEAR NORTH SIDE,4,Winter,No,19,71.84469697,6.064393939
2013,NEAR NORTH SIDE,4,Winter,No,20,63.54924242,7.977272727
2013,NEAR NORTH SIDE,4,Winter,No,21,61.55555556,8.630952381
2013,NEAR NORTH SIDE,4,Winter,No,22,56.75,10
2013,NEAR NORTH SIDE,4,Winter,No,3,66.60416667,7.541666667
2013,NEAR NORTH SIDE,4,Winter,No,4,70.67307692,6.634615385
2013,NEAR NORTH SIDE,4,Winter,No,5,75.5625,5.5625
2013,NEAR NORTH SIDE,4,Winter,No,6,67.32954545,7.382575758
2013,NEAR NORTH SIDE,4,Winter,No,7,55.51515152,9.814393939
2013,NEAR NORTH SIDE,4,Winter,No,8,59.00769231,9.230769231
2013,NEAR NORTH SIDE,4,Winter,No,9,66.95769231,7.565384615
2013,NEAR NORTH SIDE,4,Winter,Yes,10,70.54545455,6.873376623
2013,NEAR NORTH SIDE,4,Winter,Yes,11,75.31168831,5.909090909
2013,NEAR NORTH SIDE,4,Winter,Yes,12,62.49324324,8.72972973
2013,NEAR NORTH SIDE,4,Winter,Yes,13,51.76470588,11.20220588
2013,NEAR NORTH SIDE,4,Winter,Yes,16,54.78289474,10.16118421
2013,NEAR NORTH SIDE,4,Winter,Yes,17,46.79741379,11.86637931
2013,NEAR NORTH SIDE,4,Winter,Yes,18,62.08766234,8.519480519
2013,NEAR NORTH SIDE,4,Winter,Yes,19,61.43831169,8.275974026
2013,NEAR NORTH SIDE,4,Winter,Yes,20,66.99666667,7.336666667
2013,NEAR NORTH SIDE,4,Winter,Yes,21,59.92857143,8.876623377
2013,NEAR NORTH SIDE,4,Winter,Yes,3,58.33636364,9.7
2013,NEAR NORTH SIDE,4,Winter,Yes,4,61.03246753,8.782467532
2013,NEAR NORTH SIDE,4,Winter,Yes,5,69.40064103,6.987179487
2013,NEAR NORTH SIDE,4,Winter,Yes,6,72.91776316,6.085526316
2013,NEAR NORTH SIDE,4,Winter,Yes,7,54.54220779,10.0487013
2013,NEAR NORTH SIDE,4,Winter,Yes,8,61.49013158,8.664473684
2013,NEAR NORTH SIDE,4,Winter,Yes,9,64.97697368,7.986842105
2013,NEAR WEST SIDE,5,Fall,No,1,67.83298097,5.701057082
2013,NEAR WEST SIDE,5,Fall,No,10,70.47378378,4.960540541
2013,NEAR WEST SIDE,5,Fall,No,11,74.35849582,4.389693593
2013,NEAR WEST SIDE,5,Fall,No,12,71.45953307,4.928015564
2013,NEAR WEST SIDE,5,Fall,No,13,63.89709302,6.16627907
2013,NEAR WEST SIDE,5,Fall,No,14,68.95180723,5.248537005
2013,NEAR WEST SIDE,5,Fall,No,15,67.00511628,5.615813953
2013,NEAR WEST SIDE,5,Fall,No,16,62.42991202,6.550733138
2013,NEAR WEST SIDE,5,Fall,No,17,60.35062893,6.815408805
2013,NEAR WEST SIDE,5,Fall,No,18,71.92493298,4.851474531
2013,NEAR WEST SIDE,5,Fall,No,19,64.1177665,6.21319797
2013,NEAR WEST SIDE,5,Fall,No,2,62.55606061,6.477272727
2013,NEAR WEST SIDE,5,Fall,No,20,67.06989247,5.707526882
2013,NEAR WEST SIDE,5,Fall,No,21,66.94153846,5.704615385
2013,NEAR WEST SIDE,5,Fall,No,22,62.53043478,6.448913043
2013,NEAR WEST SIDE,5,Fall,No,23,62.54418605,6.462790698
2013,NEAR WEST SIDE,5,Fall,No,24,65.34037267,6.045962733
2013,NEAR WEST SIDE,5,Fall,No,25,66.34969325,5.793865031
2013,NEAR WEST SIDE,5,Fall,No,26,70.04088398,5.089502762
2013,NEAR WEST SIDE,5,Fall,No,27,67.65666667,5.534444444
2013,NEAR WEST SIDE,5,Fall,No,28,64.21538462,6.198974359
2013,NEAR WEST SIDE,5,Fall,No,29,67.08324873,5.620304569
2013,NEAR WEST SIDE,5,Fall,No,3,66.03820225,5.806741573
2013,NEAR WEST SIDE,5,Fall,No,30,67.57959184,5.536734694
2013,NEAR WEST SIDE,5,Fall,No,31,56.56363636,7.461818182
2013,NEAR WEST SIDE,5,Fall,No,4,71.98431373,4.825037707
2013,NEAR WEST SIDE,5,Fall,No,5,72.07393526,4.853833049
2013,NEAR WEST SIDE,5,Fall,No,6,65.47161198,5.936661912
2013,NEAR WEST SIDE,5,Fall,No,7,71.1,4.84929078
2013,NEAR WEST SIDE,5,Fall,No,8,65.44752475,6.067326733
2013,NEAR WEST SIDE,5,Fall,No,9,75.59166667,4.110714286
2013,NEAR WEST SIDE,5,Fall,Yes,1,63.74647887,6.298591549
2013,NEAR WEST SIDE,5,Fall,Yes,10,69.94162896,5.126696833
2013,NEAR WEST SIDE,5,Fall,Yes,11,68.3130967,5.525091799
2013,NEAR WEST SIDE,5,Fall,Yes,12,60.51422594,6.809205021
2013,NEAR WEST SIDE,5,Fall,Yes,13,64.0788906,6.134360555
2013,NEAR WEST SIDE,5,Fall,Yes,14,69.81222367,5.122236671
2013,NEAR WEST SIDE,5,Fall,Yes,15,65.35615942,5.925
2013,NEAR WEST SIDE,5,Fall,Yes,16,59.65463108,7.04678179
2013,NEAR WEST SIDE,5,Fall,Yes,17,56.88289638,7.422721598
2013,NEAR WEST SIDE,5,Fall,Yes,18,66.82567568,5.689864865
2013,NEAR WEST SIDE,5,Fall,Yes,19,62.03304348,6.571304348
2013,NEAR WEST SIDE,5,Fall,Yes,2,53.13506494,8.144155844
2013,NEAR WEST SIDE,5,Fall,Yes,20,68.01040462,5.597687861
2013,NEAR WEST SIDE,5,Fall,Yes,21,63.10862069,6.328448276
2013,NEAR WEST SIDE,5,Fall,Yes,22,63.3125,6.326923077
2013,NEAR WEST SIDE,5,Fall,Yes,23,59.25940594,7.015841584
2013,NEAR WEST SIDE,5,Fall,Yes,24,58.74010695,7.113368984
2013,NEAR WEST SIDE,5,Fall,Yes,25,59.94566474,6.943352601
2013,NEAR WEST SIDE,5,Fall,Yes,26,59.74954128,6.862385321
2013,NEAR WEST SIDE,5,Fall,Yes,27,64.5103139,6.051121076
2013,NEAR WEST SIDE,5,Fall,Yes,28,60.75536481,6.757081545
2013,NEAR WEST SIDE,5,Fall,Yes,29,67.07359307,5.621645022
2013,NEAR WEST SIDE,5,Fall,Yes,3,53.96940195,7.940472879
2013,NEAR WEST SIDE,5,Fall,Yes,30,61.68608696,6.58173913
2013,NEAR WEST SIDE,5,Fall,Yes,31,59.22727273,6.915151515
2013,NEAR WEST SIDE,5,Fall,Yes,4,59.51460993,6.994042553
2013,NEAR WEST SIDE,5,Fall,Yes,5,65.1474359,6.021282051
2013,NEAR WEST SIDE,5,Fall,Yes,6,63.50273556,6.194528875
2013,NEAR WEST SIDE,5,Fall,Yes,7,65.66861538,5.801538462
2013,NEAR WEST SIDE,5,Fall,Yes,8,60.07009804,6.87377451
2013,NEAR WEST SIDE,5,Fall,Yes,9,64.49672131,6.21704918
2013,NEAR WEST SIDE,5,Summer,No,1,51.39348371,7.775062657
2013,NEAR WEST SIDE,5,Summer,No,10,56.14684211,7.270526316
2013,NEAR WEST SIDE,5,Summer,No,12,57.18181818,7.389090909
2013,NEAR WEST SIDE,5,Summer,No,13,53.17227723,8.202970297
2013,NEAR WEST SIDE,5,Summer,No,14,55.03033333,7.801333333
2013,NEAR WEST SIDE,5,Summer,No,15,46.25350734,9.241435563
2013,NEAR WEST SIDE,5,Summer,No,16,59.2212766,6.976759411
2013,NEAR WEST SIDE,5,Summer,No,17,63.81462141,6.285117493
2013,NEAR WEST SIDE,5,Summer,No,2,57.68722467,6.606461087
2013,NEAR WEST SIDE,5,Summer,No,29,65.63198672,5.812396237
2013,NEAR WEST SIDE,5,Summer,No,3,64.12658228,5.791561181
2013,NEAR WEST SIDE,5,Summer,No,30,63.90018522,6.156822391
2013,NEAR WEST SIDE,5,Summer,No,31,61.81305638,6.409707503
2013,NEAR WEST SIDE,5,Summer,No,5,57.42113095,6.983630952
2013,NEAR WEST SIDE,5,Summer,No,6,61.56060606,6.348484848
2013,NEAR WEST SIDE,5,Summer,No,7,52.16150235,8.403755869
2013,NEAR WEST SIDE,5,Summer,No,8,47.95636364,9.034805195
2013,NEAR WEST SIDE,5,Summer,No,9,63.45158371,6.168325792
2013,NEAR WEST SIDE,5,Summer,Yes,1,65.25335183,5.539528433
2013,NEAR WEST SIDE,5,Summer,Yes,10,58.88848168,7.02513089
2013,NEAR WEST SIDE,5,Summer,Yes,12,54.22448276,8.042068966
2013,NEAR WEST SIDE,5,Summer,Yes,13,55.42676259,7.745611511
2013,NEAR WEST SIDE,5,Summer,Yes,14,50.73628571,8.459428571
2013,NEAR WEST SIDE,5,Summer,Yes,15,48.0554785,8.955617198
2013,NEAR WEST SIDE,5,Summer,Yes,16,57.62688615,7.329766804
2013,NEAR WEST SIDE,5,Summer,Yes,17,58.39423077,7.138461538
2013,NEAR WEST SIDE,5,Summer,Yes,2,78.99811321,3.418238994
2013,NEAR WEST SIDE,5,Summer,Yes,29,57.9346468,7.434166266
2013,NEAR WEST SIDE,5,Summer,Yes,3,64.33393939,5.858787879
2013,NEAR WEST SIDE,5,Summer,Yes,30,54.84569356,7.61831369
2013,NEAR WEST SIDE,5,Summer,Yes,31,59.08781051,6.858655883
2013,NEAR WEST SIDE,5,Summer,Yes,5,51.4034761,8
2013,NEAR WEST SIDE,5,Summer,Yes,6,61.78537302,6.490260933
2013,NEAR WEST SIDE,5,Summer,Yes,7,58.88869863,7.135958904
2013,NEAR WEST SIDE,5,Summer,Yes,8,56.85295316,7.527494908
2013,NEAR WEST SIDE,5,Summer,Yes,9,56.18141136,7.215834768
2013,NEAR WEST SIDE,5,Winter,No,1,70.26666667,5.20952381
2013,NEAR WEST SIDE,5,Winter,No,10,63.809375,6.29375
2013,NEAR WEST SIDE,5,Winter,No,11,58.809375,7.14375
2013,NEAR WEST SIDE,5,Winter,No,12,55.96666667,7.621212121
2013,NEAR WEST SIDE,5,Winter,No,13,56.88780488,7.380487805
2013,NEAR WEST SIDE,5,Winter,No,15,68.27272727,5.545454545
2013,NEAR WEST SIDE,5,Winter,No,16,68.84193548,5.45483871
2013,NEAR WEST SIDE,5,Winter,No,17,70.67826087,4.895652174
2013,NEAR WEST SIDE,5,Winter,No,18,73.73636364,4.363636364
2013,NEAR WEST SIDE,5,Winter,No,19,74.41212121,4.278787879
2013,NEAR WEST SIDE,5,Winter,No,20,66.29090909,5.751515152
2013,NEAR WEST SIDE,5,Winter,No,21,56.83174603,7.387301587
2013,NEAR WEST SIDE,5,Winter,No,22,52.38181818,8.127272727
2013,NEAR WEST SIDE,5,Winter,No,3,73.40833333,4.308333333
2013,NEAR WEST SIDE,5,Winter,No,4,71.50461538,4.793846154
2013,NEAR WEST SIDE,5,Winter,No,5,71.465625,4.84375
2013,NEAR WEST SIDE,5,Winter,No,6,64.67272727,6.042424242
2013,NEAR WEST SIDE,5,Winter,No,7,66.21212121,5.83030303
2013,NEAR WEST SIDE,5,Winter,No,8,63.11384615,6.458461538
2013,NEAR WEST SIDE,5,Winter,No,9,62.94769231,6.510769231
2013,NEAR WEST SIDE,5,Winter,Yes,10,62.60779221,6.581818182
2013,NEAR WEST SIDE,5,Winter,Yes,11,54.35324675,7.98961039
2013,NEAR WEST SIDE,5,Winter,Yes,12,57.72972973,7.362162162
2013,NEAR WEST SIDE,5,Winter,Yes,13,59.27941176,6.988235294
2013,NEAR WEST SIDE,5,Winter,Yes,16,68.86315789,5.463157895
2013,NEAR WEST SIDE,5,Winter,Yes,17,66.27931034,5.831034483
2013,NEAR WEST SIDE,5,Winter,Yes,18,71.50649351,4.727272727
2013,NEAR WEST SIDE,5,Winter,Yes,19,69.7974026,5
2013,NEAR WEST SIDE,5,Winter,Yes,20,57.41866667,7.232
2013,NEAR WEST SIDE,5,Winter,Yes,21,55.35844156,7.581818182
2013,NEAR WEST SIDE,5,Winter,Yes,3,71.12,4.854545455
2013,NEAR WEST SIDE,5,Winter,Yes,4,69.00779221,5.363636364
2013,NEAR WEST SIDE,5,Winter,Yes,5,72.47179487,4.823076923
2013,NEAR WEST SIDE,5,Winter,Yes,6,66.21052632,5.815789474
2013,NEAR WEST SIDE,5,Winter,Yes,7,68.46753247,5.47012987
2013,NEAR WEST SIDE,5,Winter,Yes,8,64.28157895,6.223684211
2013,NEAR WEST SIDE,5,Winter,Yes,9,61.53421053,6.807894737
2013,WEST TOWN,2,Fall,No,1,52.89640592,7.054968288
2013,WEST TOWN,2,Fall,No,10,33.87432432,9.917567568
2013,WEST TOWN,2,Fall,No,11,51.04108635,7.337743733
2013,WEST TOWN,2,Fall,No,12,62.44066148,5.642023346
2013,WEST TOWN,2,Fall,No,13,45.05959302,8.23255814
2013,WEST TOWN,2,Fall,No,14,60.07401033,5.991394148
2013,WEST TOWN,2,Fall,No,15,50.61860465,7.408139535
2013,WEST TOWN,2,Fall,No,16,44.83870968,8.219941349
2013,WEST TOWN,2,Fall,No,17,54.57468553,6.804245283
2013,WEST TOWN,2,Fall,No,18,43.94504021,8.379356568
2013,WEST TOWN,2,Fall,No,19,45.62436548,8.134517766
2013,WEST TOWN,2,Fall,No,2,40.28030303,8.965909091
2013,WEST TOWN,2,Fall,No,20,48.77150538,7.666666667
2013,WEST TOWN,2,Fall,No,21,45.14358974,8.235897436
2013,WEST TOWN,2,Fall,No,22,41.91847826,8.717391304
2013,WEST TOWN,2,Fall,No,23,45.56104651,8.165697674
2013,WEST TOWN,2,Fall,No,24,44.34161491,8.350931677
2013,WEST TOWN,2,Fall,No,25,45.95705521,8.104294479
2013,WEST TOWN,2,Fall,No,26,41.91712707,8.715469613
2013,WEST TOWN,2,Fall,No,27,47.97222222,7.802777778
2013,WEST TOWN,2,Fall,No,28,50.54615385,7.41025641
2013,WEST TOWN,2,Fall,No,29,42.05076142,8.697969543
2013,WEST TOWN,2,Fall,No,3,41.43117978,8.783707865
2013,WEST TOWN,2,Fall,No,30,49.04591837,7.630102041
2013,WEST TOWN,2,Fall,No,31,30.19090909,10.43636364
2013,WEST TOWN,2,Fall,No,4,41.13273002,8.840874811
2013,WEST TOWN,2,Fall,No,5,49.61925043,7.567291312
2013,WEST TOWN,2,Fall,No,6,50.43152639,7.442225392
2013,WEST TOWN,2,Fall,No,7,72.97163121,4.062056738
2013,WEST TOWN,2,Fall,No,8,53.85148515,6.922442244
2013,WEST TOWN,2,Fall,No,9,42.38244048,8.648809524
2013,WEST TOWN,2,Fall,Yes,1,67.61267606,4.852112676
2013,WEST TOWN,2,Fall,Yes,10,58.29581448,6.247171946
2013,WEST TOWN,2,Fall,Yes,11,65.63402693,5.151162791
2013,WEST TOWN,2,Fall,Yes,12,73.66422594,3.964435146
2013,WEST TOWN,2,Fall,Yes,13,65.85362096,5.093990755
2013,WEST TOWN,2,Fall,Yes,14,72.83029909,4.072821847
2013,WEST TOWN,2,Fall,Yes,15,53.2807971,7.003623188
2013,WEST TOWN,2,Fall,Yes,16,66.95133438,4.927786499
2013,WEST TOWN,2,Fall,Yes,17,75.90699126,3.605493134
2013,WEST TOWN,2,Fall,Yes,18,62.69763514,5.587837838
2013,WEST TOWN,2,Fall,Yes,19,53.31956522,7
2013,WEST TOWN,2,Fall,Yes,2,62.83441558,5.564935065
2013,WEST TOWN,2,Fall,Yes,20,55.61271676,6.658959538
2013,WEST TOWN,2,Fall,Yes,21,65.81681034,5.127155172
2013,WEST TOWN,2,Fall,Yes,22,57.75721154,6.334134615
2013,WEST TOWN,2,Fall,Yes,23,66.19554455,5.071782178
2013,WEST TOWN,2,Fall,Yes,24,62.70855615,5.593582888
2013,WEST TOWN,2,Fall,Yes,25,68.97109827,4.647398844
2013,WEST TOWN,2,Fall,Yes,26,60.99311927,5.848623853
2013,WEST TOWN,2,Fall,Yes,27,62.67713004,5.603139013
2013,WEST TOWN,2,Fall,Yes,28,57.06008584,6.435622318
2013,WEST TOWN,2,Fall,Yes,29,56.6969697,6.506493506
2013,WEST TOWN,2,Fall,Yes,3,63.92489569,5.410292072
